Date,Hour,District,Latitude,Longitude,Vehicle_Type,Cause,Severity,Month,Province
2025-06-12,17,Dhankuta,26.939433579142,87.27291160062083,Motorcycle,Reckless Driving,Fatal,6,Koshi
2025-08-15,18,Pyuthan,28.109271798629518,82.74959125395388,Car,Poor Road,Fatal,8,Lumbini
2025-11-10,21,Dang,27.9262293931663,82.22575837261898,Motorcycle,Monsoon Weather,Fatal,11,Lumbini
2025-09-16,12,Kathmandu,27.753051119738377,85.33463198903088,Motorcycle,Speeding,Fatal,9,Bagmati
2025-08-07,22,Bhaktapur,27.64729364830294,85.48307648683844,Motorcycle,Speeding,Fatal,8,Bagmati
2025-10-08,17,Baglung,28.201231457825234,83.67685153163644,Motorcycle,Poor Road,Serious,10,Gandaki
2025-08-17,16,Bhaktapur,27.688606686440714,85.36935428063502,Motorcycle,Speeding,Fatal,8,Bagmati
2025-03-23,14,Arghakhanchi,27.978651055836313,83.24214100156537,Motorcycle,Speeding,Serious,3,Lumbini
2025-09-01,13,Makwanpur,27.438694845339324,85.10786121699928,Motorcycle,Reckless Driving,Fatal,9,Bagmati
2025-08-19,20,Kathmandu,27.644117185167435,85.2846140133724,Motorcycle,Monsoon Weather,Fatal,8,Bagmati
2025-05-13,18,Morang,26.584958777853437,87.30374045449717,Motorcycle,Speeding,Serious,5,Koshi
2025-05-07,14,Gulmi,28.008196609905784,83.36682131054746,Bus,Speeding,Serious,5,Lumbini
2025-11-23,14,Kalikot,29.132497550200185,81.58838641923003,Bus,Poor Road,Minor,11,Karnali
2025-05-22,16,Okhaldhunga,27.305183789956306,86.56379088860835,Car,Speeding,Serious,5,Koshi
2025-09-24,23,Kanchanpur,28.879631394985793,80.34054209838717,Motorcycle,Speeding,Fatal,9,Sudurpashchim
2025-09-06,17,Kathmandu,27.775326558491045,85.36593618120574,Motorcycle,Speeding,Fatal,9,Bagmati
2025-11-17,13,Tanahun,27.974112422555425,84.33316331615111,Motorcycle,Drink Driving,Fatal,11,Gandaki
2025-05-03,17,Kaski,28.13276214807217,83.96430722991883,Motorcycle,Speeding,Serious,5,Gandaki
2025-05-21,17,Kaski,28.223455565408393,83.95611496151268,Bicycle,Speeding,Serious,5,Gandaki
2025-08-14,9,Bardiya,28.363741426898205,81.4123838827413,Motorcycle,Speeding,Fatal,8,Lumbini
2025-02-09,17,Achham,29.16936030027239,81.22559709976258,Motorcycle,Speeding,Fatal,2,Sudurpashchim
2025-05-27,17,Dhanusha,26.79307699256663,85.98563636448715,Motorcycle,Speeding,Serious,5,Madhesh
2025-05-01,20,Bhaktapur,27.74423254806213,85.48891379557321,Bicycle,Reckless Driving,Fatal,5,Bagmati
2025-05-20,23,Makwanpur,27.49195720992707,85.05326540234921,Motorcycle,Speeding,Fatal,5,Bagmati
2025-06-21,21,Siraha,26.702682808517363,86.35723771493208,Motorcycle,Monsoon Weather,Fatal,6,Madhesh
2025-06-13,17,Ilam,26.942456319027144,87.98330707402206,Motorcycle,Reckless Driving,Fatal,6,Koshi
2025-10-04,14,Chitwan,27.626353921473687,84.45124270963056,Car,Speeding,Serious,10,Bagmati
2025-02-11,23,Dhading,27.915949810276487,84.87314775352502,Motorcycle,Monsoon Weather,Fatal,2,Bagmati
2025-03-12,18,Jajarkot,28.6214729067825,82.15203534972619,Motorcycle,Speeding,Fatal,3,Karnali
2025-03-19,18,Jhapa,26.488115303989353,87.95483505976632,Motorcycle,Speeding,Fatal,3,Koshi
2025-04-29,17,Ilam,26.86136100034365,87.88555167502201,Bus,Speeding,Fatal,4,Koshi
2025-07-16,18,Chitwan,27.65358985148782,84.48065387568782,Motorcycle,Drink Driving,Fatal,7,Bagmati
2025-12-22,17,Morang,26.571533702423103,87.31541538373537,Motorcycle,Poor Road,Serious,12,Koshi
2025-03-20,16,Baglung,28.20908793289629,83.53644936987773,Motorcycle,Speeding,Fatal,3,Gandaki
2025-12-28,16,Kavrepalanchok,27.532397966421723,85.56492151522805,Motorcycle,Speeding,Fatal,12,Bagmati
2025-04-20,17,Siraha,26.700295635780776,86.32779884704655,Motorcycle,Speeding,Serious,4,Madhesh
2025-02-02,16,Sunsari,26.657922834580805,87.13789410236741,Motorcycle,Speeding,Fatal,2,Koshi
2025-08-01,15,Kanchanpur,28.866510616008263,80.2996700885433,Truck,Speeding,Fatal,8,Sudurpashchim
2025-07-28,18,Parsa,27.13381385837436,84.8900622283345,Bicycle,Speeding,Fatal,7,Madhesh
2025-06-19,17,Sarlahi,26.93170801580288,85.48431654127718,Motorcycle,Speeding,Fatal,6,Madhesh
2025-10-05,22,Lamjung,28.324315794227676,84.39791051411828,Truck,Reckless Driving,Serious,10,Gandaki
2025-08-27,10,Sunsari,26.646466440051075,87.21660333397497,Motorcycle,Monsoon Weather,Fatal,8,Koshi
2025-08-01,21,Sunsari,26.58213870042745,87.16542560425354,Motorcycle,Reckless Driving,Fatal,8,Koshi
2025-02-01,21,Sindhuli,27.25011146044725,86.02705770490279,Motorcycle,Overtaking,Serious,2,Bagmati
2025-04-16,11,Saptari,26.652973505177055,86.81587803332438,Motorcycle,Speeding,Fatal,4,Madhesh
2025-08-04,16,Banke,28.010694414012416,81.69360422770602,Bus,Monsoon Weather,Minor,8,Lumbini
2025-07-19,16,Bhaktapur,27.632475715999625,85.37339880534854,Motorcycle,Monsoon Weather,Serious,7,Bagmati
2025-10-27,13,Khotang,27.27108258554489,86.72308870667486,Bus,Speeding,Fatal,10,Koshi
2025-12-23,15,Ilam,26.97446219258615,87.8638819035182,Motorcycle,Poor Road,Minor,12,Koshi
2025-01-11,14,Makwanpur,27.501110093086922,85.01414760849089,Car,Monsoon Weather,Minor,1,Bagmati
2025-10-22,23,Sindhupalchok,27.926112372388914,85.63468123381152,Motorcycle,Speeding,Fatal,10,Bagmati
2025-07-14,20,Sunsari,26.613682246796973,87.12569528760126,Bus,Reckless Driving,Fatal,7,Koshi
2025-09-02,21,Kanchanpur,28.825182886319148,80.22250357087073,Car,Reckless Driving,Serious,9,Sudurpashchim
2025-01-04,20,Bardiya,28.330299981362405,81.335945784437,Motorcycle,Speeding,Serious,1,Lumbini
2025-06-30,14,Sankhuwasabha,27.33703898964964,87.2503673876256,Motorcycle,Monsoon Weather,Fatal,6,Koshi
2025-06-02,16,Dhanusha,26.81210846566054,85.90916971840974,Car,Reckless Driving,Serious,6,Madhesh
2025-07-19,19,Dhading,27.911899155878242,84.94293839883082,Motorcycle,Speeding,Fatal,7,Bagmati
2025-08-03,14,Nawalparasi East,27.616212708787135,84.13544123787781,Motorcycle,Reckless Driving,Fatal,8,Gandaki
2025-10-03,20,Sindhupalchok,27.953835872429714,85.62157997542529,Truck,Reckless Driving,Serious,10,Bagmati
2025-10-07,17,Kaski,28.124157166996124,83.92444892949094,Motorcycle,Overtaking,Fatal,10,Gandaki
2025-11-05,16,Kailali,28.720296579400564,80.53177892184539,Motorcycle,Reckless Driving,Fatal,11,Sudurpashchim
2025-04-23,20,Kaski,28.15035141837602,83.95405662171125,Motorcycle,Reckless Driving,Serious,4,Gandaki
2025-09-07,19,Dolakha,27.582459210289016,86.00067188338586,Truck,Speeding,Fatal,9,Bagmati
2025-04-23,16,Baglung,28.335803166237362,83.52308786115631,Truck,Drink Driving,Fatal,4,Gandaki
2025-05-20,21,Bara,27.0745491078679,84.98150542894643,Motorcycle,Monsoon Weather,Serious,5,Madhesh
2025-08-12,14,Dhankuta,27.00762379830918,87.34419067525815,Motorcycle,Drink Driving,Fatal,8,Koshi
2025-09-06,19,Solukhumbu,27.60575980069674,86.75555351801175,Car,Poor Road,Minor,9,Koshi
2025-01-15,19,Sunsari,26.5987104612175,87.20160576302617,Motorcycle,Speeding,Fatal,1,Koshi
2025-07-19,17,Bhaktapur,27.654962005790118,85.49754968862644,Pedestrian,Overtaking,Fatal,7,Bagmati
2025-06-22,18,Pyuthan,28.143278297360208,82.874552032818,Motorcycle,Speeding,Fatal,6,Lumbini
2025-12-09,14,Sindhuli,27.25229223662558,85.94579058116652,Pedestrian,Speeding,Fatal,12,Bagmati
2025-12-14,20,Salyan,28.44087260949204,82.21084660208216,Bus,Poor Road,Serious,12,Karnali
2025-07-27,17,Surkhet,28.67426332733849,81.5719283049652,Motorcycle,Speeding,Fatal,7,Karnali
2025-03-26,16,Nuwakot,27.947792731814822,85.15370329562168,Car,Speeding,Serious,3,Bagmati
2025-08-28,21,Chitwan,27.587291895479268,84.44877570374547,Motorcycle,Monsoon Weather,Serious,8,Bagmati
2025-03-07,15,Rupandehi,27.475583577880055,83.51901733875303,Motorcycle,Speeding,Fatal,3,Lumbini
2025-11-15,13,Parsa,27.09337451196369,84.87118414322163,Bus,Poor Road,Serious,11,Madhesh
2025-10-01,13,Surkhet,28.614872683668384,81.53931813643344,Motorcycle,Monsoon Weather,Serious,10,Karnali
2025-01-14,19,Nuwakot,27.87215664700301,85.21007704072244,Truck,Monsoon Weather,Serious,1,Bagmati
2025-07-21,14,Nawalparasi East,27.599948577438155,84.19809978502606,Motorcycle,Speeding,Fatal,7,Gandaki
2025-10-31,23,Rupandehi,27.57554504152556,83.404361503994,Motorcycle,Reckless Driving,Fatal,10,Lumbini
2025-10-16,11,Parsa,27.09990591436649,84.84278961148759,Bus,Poor Road,Serious,10,Madhesh
2025-12-06,23,Kaski,28.239642444342405,83.94505609763765,Motorcycle,Speeding,Fatal,12,Gandaki
2025-01-14,18,Pyuthan,28.023180785391567,82.80659530048526,Pedestrian,Monsoon Weather,Serious,1,Lumbini
2025-02-12,17,Saptari,26.67305609084277,86.7326042968651,Motorcycle,Reckless Driving,Fatal,2,Madhesh
2025-11-26,16,Rautahat,26.987221528669295,85.37502427473824,Motorcycle,Speeding,Fatal,11,Madhesh
2025-08-08,19,Jajarkot,28.731137217860276,82.23506750765475,Bus,Speeding,Serious,8,Karnali
2025-03-11,17,Rupandehi,27.51003232085937,83.52593747373813,Motorcycle,Speeding,Serious,3,Lumbini
2025-08-25,21,Nuwakot,27.930218637508087,85.26320524025682,Bus,Speeding,Serious,8,Bagmati
2025-04-04,18,Salyan,28.431900618517314,82.18761853197446,Car,Reckless Driving,Minor,4,Karnali
2025-01-26,18,Siraha,26.71646574754276,86.31855659168221,Motorcycle,Speeding,Serious,1,Madhesh
2025-05-14,16,Chitwan,27.625277543932164,84.46747300626718,Car,Speeding,Serious,5,Bagmati
2025-07-14,17,Bhaktapur,27.680043211328247,85.37989636974507,Motorcycle,Speeding,Fatal,7,Bagmati
2025-06-17,18,Kailali,28.75071734092945,80.53768021619642,Motorcycle,Drink Driving,Serious,6,Sudurpashchim
2025-04-19,12,Sarlahi,27.052711462361867,85.56643676808122,Motorcycle,Monsoon Weather,Fatal,4,Madhesh
2025-08-21,13,Bardiya,28.349905525572332,81.40672566168098,Motorcycle,Reckless Driving,Fatal,8,Lumbini
2025-06-17,20,Bara,27.015199813895574,84.97175477355688,Motorcycle,Monsoon Weather,Serious,6,Madhesh
2025-06-22,18,Tanahun,27.876244486655498,84.23013107951557,Motorcycle,Speeding,Fatal,6,Gandaki
2025-07-14,17,Parsa,27.227753869504227,84.775045540501,Motorcycle,Monsoon Weather,Serious,7,Madhesh
2025-05-23,18,Dolpa,29.125999499709486,82.8793964236412,Motorcycle,Speeding,Serious,5,Karnali
2025-08-04,19,Nawalparasi East,27.67336164655147,84.12699972049401,Motorcycle,Poor Road,Serious,8,Gandaki
2025-05-10,16,Rupandehi,27.527800103401418,83.48667768151493,Motorcycle,Speeding,Serious,5,Lumbini
2025-02-11,15,Mahottari,26.880488422463944,85.7382339170173,Bus,Monsoon Weather,Serious,2,Madhesh
2025-08-29,18,Kavrepalanchok,27.62510291754475,85.51479800791266,Truck,Poor Road,Minor,8,Bagmati
2025-01-10,15,Bajhang,29.474608219291095,81.18637290750223,Car,Speeding,Serious,1,Sudurpashchim
2025-10-04,19,Chitwan,27.569366896448606,84.49474786133639,Motorcycle,Poor Road,Fatal,10,Bagmati
2025-01-27,12,Bajhang,29.582771866462515,81.1694150094628,Motorcycle,Speeding,Serious,1,Sudurpashchim
2025-06-29,21,Jhapa,26.52044488209663,87.8296883609986,Motorcycle,Overtaking,Fatal,6,Koshi
2025-04-25,19,Ilam,26.929891394558766,87.93085217462394,Motorcycle,Speeding,Serious,4,Koshi
2025-11-29,18,Nawalparasi West,27.525908018031007,83.83283023662678,Motorcycle,Drink Driving,Fatal,11,Lumbini
2025-02-05,20,Kathmandu,27.7059772398763,85.31507919133928,Motorcycle,Speeding,Fatal,2,Bagmati
2025-11-30,22,Dhading,27.90181192698578,84.92181570004273,Motorcycle,Reckless Driving,Serious,11,Bagmati
2025-01-21,21,Rautahat,27.025600416731937,85.26623325106252,Motorcycle,Speeding,Fatal,1,Madhesh
2025-01-16,12,Dolakha,27.592518938142582,85.99506146899049,Car,Monsoon Weather,Serious,1,Bagmati
2025-05-07,14,Nuwakot,27.92230254174448,85.25965972572274,Motorcycle,Reckless Driving,Minor,5,Bagmati
2025-04-13,16,Sunsari,26.58551940453529,87.09712322565272,Motorcycle,Speeding,Fatal,4,Koshi
2025-01-11,18,Baglung,28.311056399727015,83.6531983159071,Bus,Speeding,Fatal,1,Gandaki
2025-11-15,19,Kapilvastu,27.660893190899355,83.06709302862619,Motorcycle,Monsoon Weather,Fatal,11,Lumbini
2025-03-20,15,Lalitpur,27.707716569502093,85.24246639335173,Motorcycle,Reckless Driving,Serious,3,Bagmati
2025-05-03,18,Kapilvastu,27.537157728283127,82.98481217072833,Motorcycle,Speeding,Fatal,5,Lumbini
2025-03-06,15,Banke,28.084016749480757,81.58113308536697,Car,Speeding,Minor,3,Lumbini
2025-08-31,16,Bhaktapur,27.66941829959461,85.41563310378181,Car,Reckless Driving,Minor,8,Bagmati
2025-12-09,13,Dhankuta,26.949712563769317,87.38926482719073,Motorcycle,Overtaking,Serious,12,Koshi
2025-02-28,15,Panchthar,27.047269312300802,87.74639404550388,Motorcycle,Speeding,Serious,2,Koshi
2025-10-16,13,Jumla,29.32386744000367,82.10486757030293,Motorcycle,Reckless Driving,Serious,10,Karnali
2025-04-22,15,Kathmandu,27.727672064039417,85.37062363621784,Car,Monsoon Weather,Minor,4,Bagmati
2025-08-27,21,Kapilvastu,27.669162854214107,83.11020746247864,Truck,Overtaking,Serious,8,Lumbini
2025-12-25,15,Kavrepalanchok,27.57110145869339,85.56381826261168,Motorcycle,Monsoon Weather,Fatal,12,Bagmati
2025-05-12,23,Sunsari,26.532366958904078,87.11125920056769,Motorcycle,Speeding,Fatal,5,Koshi
2025-07-08,19,Chitwan,27.5150755805996,84.47042996642463,Motorcycle,Monsoon Weather,Fatal,7,Bagmati
2025-03-27,18,Sarlahi,27.060029954153396,85.52554669434788,Car,Monsoon Weather,Serious,3,Madhesh
2025-11-07,15,Kanchanpur,28.80990369648023,80.28934093569839,Motorcycle,Speeding,Fatal,11,Sudurpashchim
2025-11-07,20,Bhojpur,27.1634266438878,87.12513152829385,Motorcycle,Overtaking,Fatal,11,Koshi
2025-02-28,16,Rolpa,28.26738471492222,82.6203719151237,Truck,Speeding,Minor,2,Lumbini
2025-03-25,18,Dang,27.98721002713271,82.22978338896763,Motorcycle,Speeding,Fatal,3,Lumbini
2025-06-09,23,Saptari,26.59829293305988,86.80013493264721,Motorcycle,Monsoon Weather,Fatal,6,Madhesh
2025-02-25,17,Morang,26.585800474989068,87.2811346955834,Motorcycle,Reckless Driving,Serious,2,Koshi
2025-10-24,21,Jhapa,26.494581043262922,87.9423040178223,Truck,Speeding,Serious,10,Koshi
2025-01-14,15,Parsa,27.18583926146316,84.86040284302497,Motorcycle,Speeding,Fatal,1,Madhesh
2025-06-09,17,Makwanpur,27.444916224654822,85.11213213035242,Car,Reckless Driving,Fatal,6,Bagmati
2025-10-22,23,Bhaktapur,27.71267165181336,85.4699107602083,Motorcycle,Overtaking,Fatal,10,Bagmati
2025-12-13,16,Jhapa,26.600121968216104,87.9228347447593,Motorcycle,Poor Road,Minor,12,Koshi
2025-07-12,23,Nawalparasi West,27.543282339890553,83.8583484404137,Motorcycle,Drink Driving,Fatal,7,Lumbini
2025-07-23,20,Parbat,28.26816118681652,83.62380896692133,Motorcycle,Reckless Driving,Fatal,7,Gandaki
2025-04-12,16,Okhaldhunga,27.228248779722602,86.57339892750535,Motorcycle,Poor Road,Minor,4,Koshi
2025-02-08,19,Lalitpur,27.614345698215068,85.3797391103439,Motorcycle,Speeding,Fatal,2,Bagmati
2025-10-31,20,Mahottari,26.832207219033826,85.73905600921749,Motorcycle,Monsoon Weather,Fatal,10,Madhesh
2025-12-20,19,Morang,26.582870912033492,87.29504126385287,Motorcycle,Poor Road,Fatal,12,Koshi
2025-11-18,13,Myagdi,28.459982911178777,83.49816293662893,Motorcycle,Reckless Driving,Serious,11,Gandaki
2025-05-05,15,Mahottari,26.882239664090527,85.87782377223765,Motorcycle,Drink Driving,Fatal,5,Madhesh
2025-02-22,17,Nawalparasi East,27.640641078926265,84.1529095907749,Motorcycle,Speeding,Fatal,2,Gandaki
2025-12-23,17,Dang,28.003490512221322,82.30630949687807,Motorcycle,Monsoon Weather,Fatal,12,Lumbini
2025-06-04,19,Pyuthan,28.102838505136717,82.72140396080991,Motorcycle,Speeding,Fatal,6,Lumbini
2025-12-17,18,Syangja,27.920275971537574,83.73562661090018,Motorcycle,Monsoon Weather,Fatal,12,Gandaki
2025-11-04,13,Rupandehi,27.436249056548668,83.48278350543276,Motorcycle,Reckless Driving,Fatal,11,Lumbini
2025-03-03,19,Jajarkot,28.652786565202558,82.2631542567609,Motorcycle,Speeding,Serious,3,Karnali
2025-10-17,19,Bhaktapur,27.738577012732325,85.49614293406334,Car,Speeding,Serious,10,Bagmati
2025-01-22,19,Kathmandu,27.77025300878192,85.28350213150696,Motorcycle,Reckless Driving,Serious,1,Bagmati
2025-06-27,21,Sunsari,26.601564295152563,87.09807279523152,Motorcycle,Speeding,Fatal,6,Koshi
2025-09-30,20,Bhojpur,27.21899354482759,87.11214907282306,Truck,Speeding,Fatal,9,Koshi
2025-08-08,19,Nawalparasi West,27.606206214287603,83.78933871179149,Motorcycle,Monsoon Weather,Fatal,8,Lumbini
2025-12-05,17,Nawalparasi West,27.591387821549887,83.7356126671322,Car,Speeding,Fatal,12,Lumbini
2025-07-09,13,Kailali,28.62643916329908,80.6405178262894,Motorcycle,Reckless Driving,Serious,7,Sudurpashchim
2025-02-05,19,Lalitpur,27.63805684389259,85.39928788235832,Truck,Reckless Driving,Serious,2,Bagmati
2025-09-17,18,Sarlahi,26.935560674536884,85.60690042904564,Motorcycle,Reckless Driving,Serious,9,Madhesh
2025-11-28,18,Jhapa,26.54679729048464,87.95234403128063,Motorcycle,Reckless Driving,Fatal,11,Koshi
2025-06-24,14,Dhading,27.950740365147222,84.96655872021793,Motorcycle,Speeding,Fatal,6,Bagmati
2025-01-07,14,Darchula,29.817656001805776,80.67196789655391,Motorcycle,Reckless Driving,Serious,1,Sudurpashchim
2025-08-04,21,Kathmandu,27.644266713657217,85.25311500441495,Motorcycle,Drink Driving,Fatal,8,Bagmati
2025-09-08,17,Dhanusha,26.739058482779576,86.00253167498269,Motorcycle,Speeding,Serious,9,Madhesh
2025-02-24,20,Myagdi,28.495747380901353,83.55268586840488,Motorcycle,Poor Road,Serious,2,Gandaki
2025-08-10,18,Mahottari,26.886749888927092,85.75350854178222,Motorcycle,Monsoon Weather,Serious,8,Madhesh
2025-07-05,18,Surkhet,28.671821059983916,81.5297249869807,Motorcycle,Monsoon Weather,Fatal,7,Karnali
2025-11-22,20,Palpa,27.86372475320701,83.56871095183845,Motorcycle,Monsoon Weather,Fatal,11,Lumbini
2025-08-24,16,Dang,28.000023693306304,82.28757629963212,Motorcycle,Reckless Driving,Fatal,8,Lumbini
2025-12-29,18,Saptari,26.54749352910671,86.72730349862427,Motorcycle,Monsoon Weather,Fatal,12,Madhesh
2025-03-20,16,Saptari,26.550869509806848,86.70262183607369,Car,Speeding,Minor,3,Madhesh
2025-08-11,16,Bhaktapur,27.619929093764224,85.41824278085545,Motorcycle,Poor Road,Fatal,8,Bagmati
2025-04-01,17,Ilam,26.947669018801808,87.9310352054018,Motorcycle,Poor Road,Minor,4,Koshi
2025-09-25,18,Kathmandu,27.762913054168134,85.34184711817227,Motorcycle,Speeding,Fatal,9,Bagmati
2025-11-30,16,Chitwan,27.610294418501216,84.52681715675632,Motorcycle,Speeding,Fatal,11,Bagmati
2025-05-19,21,Siraha,26.7419134709094,86.38029421155201,Truck,Poor Road,Fatal,5,Madhesh
2025-11-12,15,Dhanusha,26.681153239435034,86.0075762355065,Motorcycle,Speeding,Serious,11,Madhesh
2025-10-03,17,Makwanpur,27.494449942951025,85.00923679331707,Truck,Speeding,Fatal,10,Bagmati
2025-09-05,16,Kailali,28.742885192680653,80.522022816224,Motorcycle,Speeding,Fatal,9,Sudurpashchim
2025-08-27,22,Taplejung,27.304759451596944,87.59042195818733,Motorcycle,Monsoon Weather,Fatal,8,Koshi
2025-08-12,18,Mahottari,26.894836306658863,85.84093986418854,Motorcycle,Poor Road,Minor,8,Madhesh
2025-10-31,21,Lalitpur,27.700181763808292,85.24071707093208,Motorcycle,Speeding,Fatal,10,Bagmati
2025-05-18,13,Saptari,26.600197236268546,86.78277379160278,Bus,Reckless Driving,Minor,5,Madhesh
2025-06-15,18,Bhaktapur,27.614864180598243,85.44396651640203,Truck,Monsoon Weather,Minor,6,Bagmati
2025-05-06,20,Kathmandu,27.633457615889547,85.26901213697668,Truck,Poor Road,Serious,5,Bagmati
2025-02-14,18,Bhaktapur,27.666127490399138,85.44457042442897,Motorcycle,Reckless Driving,Minor,2,Bagmati
2025-05-23,21,Nuwakot,27.843339060312623,85.14963573293295,Bus,Poor Road,Serious,5,Bagmati
2025-08-19,16,Sunsari,26.552711418730507,87.10819212875184,Motorcycle,Speeding,Fatal,8,Koshi
2025-05-05,22,Rolpa,28.256248615764207,82.58322385735961,Motorcycle,Speeding,Fatal,5,Lumbini
2025-08-26,23,Gorkha,28.024606344133876,84.59008508530151,Motorcycle,Reckless Driving,Fatal,8,Gandaki
2025-10-19,16,Lalitpur,27.69415582539998,85.35508296095178,Motorcycle,Drink Driving,Fatal,10,Bagmati
2025-11-09,16,Sunsari,26.540244306247853,87.07781465973133,Car,Poor Road,Minor,11,Koshi
2025-12-09,22,Mahottari,26.910470650239937,85.73277297065006,Motorcycle,Reckless Driving,Fatal,12,Madhesh
2025-07-14,22,Kathmandu,27.643734268915154,85.24354132408929,Motorcycle,Reckless Driving,Fatal,7,Bagmati
2025-06-22,16,Kaski,28.220533818447784,83.99317929010535,Truck,Speeding,Serious,6,Gandaki
2025-01-15,16,Achham,29.17790458662964,81.36190918341075,Motorcycle,Monsoon Weather,Serious,1,Sudurpashchim
2025-09-11,17,Jhapa,26.535734908396947,87.879453734546,Car,Speeding,Serious,9,Koshi
2025-06-16,13,Makwanpur,27.417496325484798,84.99438510720606,Motorcycle,Speeding,Serious,6,Bagmati
2025-04-04,15,Darchula,29.792093385056322,80.54116539328153,Motorcycle,Reckless Driving,Fatal,4,Sudurpashchim
2025-09-07,14,Banke,27.988258361149885,81.60848192678489,Motorcycle,Speeding,Fatal,9,Lumbini
2025-04-19,15,Saptari,26.5690669808501,86.82385263536622,Motorcycle,Speeding,Fatal,4,Madhesh
2025-07-01,17,Kanchanpur,28.8125557201603,80.37801532392213,Motorcycle,Monsoon Weather,Minor,7,Sudurpashchim
2025-05-13,18,Kaski,28.179594711652108,83.97322026121431,Motorcycle,Poor Road,Fatal,5,Gandaki
2025-06-24,22,Achham,29.071932585466445,81.24926202414345,Bus,Speeding,Fatal,6,Sudurpashchim
2025-05-24,15,Nawalparasi East,27.592906353244413,84.22121267164925,Car,Speeding,Serious,5,Gandaki
2025-11-02,20,Parbat,28.277889709087802,83.6271855194414,Motorcycle,Speeding,Serious,11,Gandaki
2025-12-26,17,Doti,29.14405533995708,80.88776385476817,Motorcycle,Reckless Driving,Serious,12,Sudurpashchim
2025-05-22,17,Baglung,28.219813356215106,83.5782208629803,Pedestrian,Reckless Driving,Serious,5,Gandaki
2025-10-12,20,Kathmandu,27.64065541597754,85.31304188107548,Motorcycle,Overtaking,Serious,10,Bagmati
2025-01-06,14,Syangja,27.96347113858708,83.77630480892138,Motorcycle,Poor Road,Serious,1,Gandaki
2025-09-22,19,Surkhet,28.53509002423404,81.58850048811362,Truck,Drink Driving,Fatal,9,Karnali
2025-04-08,18,Kathmandu,27.77732121775385,85.29261328750098,Motorcycle,Reckless Driving,Fatal,4,Bagmati
2025-02-13,19,Banke,28.11022868397479,81.7049118626598,Car,Speeding,Serious,2,Lumbini
2025-05-04,18,Sindhupalchok,28.022329346927553,85.72641752196274,Motorcycle,Speeding,Fatal,5,Bagmati
2025-07-28,23,Kathmandu,27.72553549232941,85.37705351107638,Motorcycle,Speeding,Fatal,7,Bagmati
2025-09-08,16,Kaski,28.132103148905177,83.97405290515181,Motorcycle,Poor Road,Serious,9,Gandaki
2025-10-12,16,Kaski,28.27828099817841,84.02313602420716,Motorcycle,Reckless Driving,Serious,10,Gandaki
2025-05-04,16,Lalitpur,27.723932060485954,85.36474149698135,Motorcycle,Poor Road,Serious,5,Bagmati
2025-12-20,16,Syangja,28.059981114790745,83.83304474116851,Motorcycle,Speeding,Fatal,12,Gandaki
2025-09-01,16,Sarlahi,27.041680320706757,85.55370848157432,Motorcycle,Speeding,Fatal,9,Madhesh
2025-11-27,21,Kaski,28.26787803213026,84.03200622569975,Motorcycle,Drink Driving,Fatal,11,Gandaki
2025-12-31,22,Baitadi,29.605021594506503,80.52768145615408,Motorcycle,Speeding,Serious,12,Sudurpashchim
2025-09-09,16,Sarlahi,26.96873279153396,85.47570076726242,Motorcycle,Reckless Driving,Serious,9,Madhesh
2025-08-18,15,Kaski,28.269704820705527,83.99377925580889,Truck,Poor Road,Serious,8,Gandaki
2025-01-09,19,Jajarkot,28.6677028753837,82.14386161725561,Bus,Monsoon Weather,Minor,1,Karnali
2025-02-17,16,Kathmandu,27.75272370648012,85.37384323111161,Motorcycle,Speeding,Fatal,2,Bagmati
2025-05-31,19,Rupandehi,27.550321274900885,83.47321323071469,Car,Reckless Driving,Fatal,5,Lumbini
2025-04-24,18,Kapilvastu,27.578562462014702,83.01865124556484,Motorcycle,Drink Driving,Fatal,4,Lumbini
2025-07-27,13,Tanahun,27.821368763218906,84.35337720939012,Motorcycle,Speeding,Fatal,7,Gandaki
2025-12-21,22,Sunsari,26.533989231598984,87.17092079968653,Motorcycle,Speeding,Fatal,12,Koshi
2025-05-05,23,Lalitpur,27.650651991494414,85.32427029742821,Motorcycle,Monsoon Weather,Serious,5,Bagmati
2025-06-06,16,Parsa,27.218274055249243,84.77505840180339,Bus,Poor Road,Serious,6,Madhesh
2025-12-06,16,Okhaldhunga,27.343742755940603,86.42832838373877,Motorcycle,Overtaking,Minor,12,Koshi
2025-10-25,18,Dhanusha,26.676104576949662,85.93877083170263,Motorcycle,Speeding,Serious,10,Madhesh
2025-07-08,19,Morang,26.580092027894874,87.39626303220686,Motorcycle,Speeding,Fatal,7,Koshi
2025-08-31,19,Kalikot,29.204730094983734,81.52464620522557,Motorcycle,Drink Driving,Fatal,8,Karnali
2025-10-11,23,Kaski,28.126480109837107,83.99802696475832,Motorcycle,Monsoon Weather,Serious,10,Gandaki
2025-09-29,17,Kailali,28.748977890825344,80.59004792500396,Motorcycle,Speeding,Fatal,9,Sudurpashchim
2025-06-26,15,Rupandehi,27.5087329074457,83.497972712648,Car,Reckless Driving,Minor,6,Lumbini
2025-08-06,13,Kathmandu,27.71768098784669,85.27596163802541,Bicycle,Poor Road,Minor,8,Bagmati
2025-10-09,15,Bara,27.06808832413912,85.02052471345043,Motorcycle,Speeding,Fatal,10,Madhesh
